Eager Msg Size 500, Rend Msg Size 3500
PPN	1	1.74e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.93e-05	4.94e-05	4.94e-05	4.94e-05	
PPN	1	1.74e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.93e-05	4.94e-05	4.94e-05	4.94e-05	
PPN	1	1.78e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	
PPN	1	1.78e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	4.95e-05	
PPN	1	1.77e-05	4.92e-05	4.92e-05	4.92e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	
PPN	1	1.77e-05	4.92e-05	4.92e-05	4.92e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	
PPN	1	1.77e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.93e-05	4.93e-05	4.94e-05	4.94e-05	
PPN	1	1.77e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.93e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.94e-05	4.93e-05	4.93e-05	4.94e-05	4.94e-05	
PPN	2	1.81e-05	1.71e-05	4.66e-05	4.67e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	
PPN	2	1.81e-05	1.71e-05	4.66e-05	4.67e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	
PPN	2	1.79e-05	1.71e-05	4.67e-05	4.67e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.69e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	
PPN	2	1.79e-05	1.71e-05	4.67e-05	4.67e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	4.69e-05	4.68e-05	4.68e-05	4.68e-05	4.68e-05	
PPN	2	1.82e-05	1.71e-05	4.67e-05	4.68e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	
PPN	2	1.82e-05	1.71e-05	4.67e-05	4.68e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	4.69e-05	
PPN	2	1.82e-05	1.70e-05	4.66e-05	4.66e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	
PPN	2	1.82e-05	1.70e-05	4.66e-05	4.66e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	4.67e-05	
PPN	3	1.84e-05	1.75e-05	1.75e-05	4.40e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.44e-05	4.43e-05	4.43e-05	4.43e-05	4.44e-05	
PPN	3	1.84e-05	1.75e-05	1.75e-05	4.40e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.43e-05	4.44e-05	4.43e-05	4.43e-05	4.43e-05	4.44e-05	
PPN	3	1.83e-05	1.76e-05	1.76e-05	4.40e-05	4.44e-05	4.43e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	
PPN	3	1.83e-05	1.76e-05	1.76e-05	4.40e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	
PPN	3	1.83e-05	1.75e-05	1.75e-05	4.40e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	
PPN	3	1.83e-05	1.75e-05	1.75e-05	4.40e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	
PPN	3	1.87e-05	1.75e-05	1.75e-05	4.40e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	
PPN	3	1.87e-05	1.75e-05	1.75e-05	4.40e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	4.44e-05	
PPN	4	1.82e-05	1.74e-05	1.74e-05	1.74e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	
PPN	4	1.82e-05	1.74e-05	1.74e-05	1.74e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	4.25e-05	
PPN	4	1.82e-05	1.74e-05	1.74e-05	1.74e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	
PPN	4	1.82e-05	1.74e-05	1.74e-05	1.74e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.25e-05	4.26e-05	4.26e-05	
PPN	4	1.81e-05	1.73e-05	1.73e-05	1.74e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	
PPN	4	1.81e-05	1.73e-05	1.73e-05	1.74e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	
PPN	4	1.80e-05	1.71e-05	1.71e-05	1.72e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	
PPN	4	1.80e-05	1.72e-05	1.71e-05	1.72e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	4.26e-05	
PPN	5	1.67e-05	1.58e-05	1.58e-05	1.58e-05	1.62e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	
PPN	5	1.67e-05	1.58e-05	1.58e-05	1.58e-05	1.62e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	
PPN	5	1.65e-05	1.56e-05	1.56e-05	1.57e-05	1.61e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	
PPN	5	1.65e-05	1.56e-05	1.56e-05	1.57e-05	1.61e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	4.04e-05	
